Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
קרית ביאליק,עבירות מין,500,2024,41,44620,0.09%,חיפה
קרית ביאליק,עבירות כלפי המוסר,600,2024,85,44620,0.19%,חיפה
קרית ביאליק,עבירות כלפי הרכוש,700,2024,562,44620,1.26%,חיפה
קרית ביאליק,עבירות מרמה,800,2024,96,44620,0.22%,חיפה
קרית ביאליק,עבירות כלכליות,900,2024,42,44620,0.09%,חיפה
קרית ביאליק,עבירות רשוי,1100,2024,1,44620,0.00%,חיפה
קרית ביאליק,עבירות תנועה,10000,2024,1,44620,0.00%,חיפה
קרית ביאליק,כל העבירות,-2,2024,1568,44620,3.51%,חיפה
קרית גת,עבירות בטחון,100,2024,19,64437,0.03%,דרום
קרית גת,עבירות סדר ציבורי,200,2024,1215,64437,1.89%,דרום
קרית גת,עבירות נגד אדם,300,2024,4,64437,0.01%,דרום
קרית גת,עבירות נגד גוף,400,2024,746,64437,1.16%,דרום
קרית גת,עבירות מין,500,2024,108,64437,0.17%,דרום
קרית גת,עבירות כלפי המוסר,600,2024,184,64437,0.29%,דרום
קרית גת,עבירות כלפי הרכוש,700,2024,889,64437,1.38%,דרום
קרית גת,עבירות מרמה,800,2024,118,64437,0.18%,דרום
קרית גת,עבירות כלכליות,900,2024,83,64437,0.13%,דרום
קרית גת,עבירות רשוי,1100,2024,26,64437,0.04%,דרום
קרית גת,סעיפי הגדרה,1300,2024,1,64437,0.00%,דרום
קרית גת,עבירות תנועה,10000,2024,18,64437,0.03%,דרום
קרית גת,כל העבירות,-2,2024,3411,64437,5.29%,דרום
קרית טבעון,עבירות בטחון,100,2024,5,19180,0.03%,חיפה
קרית טבעון,עבירות סדר ציבורי,200,2024,138,19180,0.72%,חיפה
קרית טבעון,עבירות נגד אדם,300,2024,1,19180,0.01%,חיפה
קרית טבעון,עבירות נגד גוף,400,2024,55,19180,0.29%,חיפה
קרית טבעון,עבירות מין,500,2024,15,19180,0.08%,חיפה
קרית טבעון,עבירות כלפי המוסר,600,2024,11,19180,0.06%,חיפה
קרית טבעון,עבירות כלפי הרכוש,700,2024,251,19180,1.31%,חיפה
קרית טבעון,עבירות מרמה,800,2024,12,19180,0.06%,חיפה
קרית טבעון,עבירות כלכליות,900,2024,15,19180,0.08%,חיפה
קרית טבעון,עבירות תנועה,10000,2024,1,19180,0.01%,חיפה
קרית טבעון,כל העבירות,-2,2024,504,19180,2.63%,חיפה
קרית ים,עבירות בטחון,100,2024,20,41095,0.05%,חיפה
קרית ים,עבירות סדר ציבורי,200,2024,484,41095,1.18%,חיפה
קרית ים,עבירות נגד גוף,400,2024,318,41095,0.77%,חיפה
קרית ים,עבירות מין,500,2024,40,41095,0.10%,חיפה
קרית ים,עבירות כלפי המוסר,600,2024,102,41095,0.25%,חיפה
קרית ים,עבירות כלפי הרכוש,700,2024,666,41095,1.62%,חיפה
קרית ים,עבירות מרמה,800,2024,81,41095,0.20%,חיפה
קרית ים,עבירות כלכליות,900,2024,24,41095,0.06%,חיפה
קרית ים,עבירות רשוי,1100,2024,4,41095,0.01%,חיפה
קרית ים,עבירות תנועה,10000,2024,9,41095,0.02%,חיפה
קרית ים,כל העבירות,-2,2024,1748,41095,4.25%,חיפה
קרית מוצקין,עבירות בטחון,100,2024,10,48001,0.02%,חיפה
קרית מוצקין,עבירות סדר ציבורי,200,2024,469,48001,0.98%,חיפה
קרית מוצקין,עבירות נגד גוף,400,2024,241,48001,0.50%,חיפה
קרית מוצקין,עבירות מין,500,2024,39,48001,0.08%,חיפה
קרית מוצקין,עבירות כלפי המוסר,600,2024,84,48001,0.17%,חיפה
קרית מוצקין,עבירות כלפי הרכוש,700,2024,562,48001,1.17%,חיפה
קרית מוצקין,עבירות מרמה,800,2024,73,48001,0.15%,חיפה
קרית מוצקין,עבירות כלכליות,900,2024,37,48001,0.08%,חיפה
קרית מוצקין,עבירות רשוי,1100,2024,1,48001,0.00%,חיפה
קרית מוצקין,שאר עבירות,1200,2024,1,48001,0.00%,חיפה
קרית מוצקין,עבירות תנועה,10000,2024,4,48001,0.01%,חיפה
קרית מוצקין,כל העבירות,-2,2024,1521,48001,3.17%,חיפה
קרית מלאכי,עבירות בטחון,100,2024,4,25705,0.02%,דרום
קרית מלאכי,עבירות סדר ציבורי,200,2024,590,25705,2.30%,דרום
קרית מלאכי,עבירות נגד אדם,300,2024,7,25705,0.03%,דרום
קרית מלאכי,עבירות נגד גוף,400,2024,282,25705,1.10%,דרום
קרית מלאכי,עבירות מין,500,2024,19,25705,0.07%,דרום
קרית מלאכי,עבירות כלפי המוסר,600,2024,45,25705,0.18%,דרום
קרית מלאכי,עבירות כלפי הרכוש,700,2024,405,25705,1.58%,דרום
קרית מלאכי,עבירות מרמה,800,2024,70,25705,0.27%,דרום
קרית מלאכי,עבירות כלכליות,900,2024,33,25705,0.13%,דרום
קרית מלאכי,עבירות רשוי,1100,2024,8,25705,0.03%,דרום
קרית מלאכי,סעיפי הגדרה,1300,2024,1,25705,0.00%,דרום
קרית מלאכי,עבירות תנועה,10000,2024,6,25705,0.02%,דרום
קרית מלאכי,כל העבירות,-2,2024,1470,25705,5.72%,דרום
קרית עקרון,עבירות בטחון,100,2024,4,10993,0.04%,מרכז
קרית עקרון,עבירות סדר ציבורי,200,2024,158,10993,1.44%,מרכז
קרית עקרון,עבירות נגד גוף,400,2024,87,10993,0.79%,מרכז
קרית עקרון,עבירות מין,500,2024,10,10993,0.09%,מרכז
קרית עקרון,עבירות כלפי המוסר,600,2024,15,10993,0.14%,מרכז
קרית עקרון,עבירות כלפי הרכוש,700,2024,251,10993,2.28%,מרכז
קרית עקרון,עבירות מרמה,800,2024,30,10993,0.27%,מרכז
קרית עקרון,עבירות כלכליות,900,2024,10,10993,0.09%,מרכז
קרית עקרון,עבירות רשוי,1100,2024,2,10993,0.02%,מרכז
קרית עקרון,עבירות תנועה,10000,2024,2,10993,0.02%,מרכז
קרית עקרון,כל העבירות,-2,2024,569,10993,5.18%,מרכז
קרית שמונה,עבירות בטחון,100,2024,4,22492,0.02%,צפון
קרית שמונה,עבירות סדר ציבורי,200,2024,117,22492,0.52%,צפון
קרית שמונה,עבירות נגד גוף,400,2024,44,22492,0.20%,צפון
קרית שמונה,עבירות מין,500,2024,13,22492,0.06%,צפון
קרית שמונה,עבירות כלפי המוסר,600,2024,16,22492,0.07%,צפון
קרית שמונה,עבירות כלפי הרכוש,700,2024,202,22492,0.90%,צפון
קרית שמונה,עבירות מרמה,800,2024,27,22492,0.12%,צפון
קרית שמונה,עבירות כלכליות,900,2024,6,22492,0.03%,צפון
קרית שמונה,עבירות תנועה,10000,2024,5,22492,0.02%,צפון
קרית שמונה,כל העבירות,-2,2024,434,22492,1.93%,צפון
קרני שומרון,עבירות בטחון,100,2024,6,9920,0.06%,מרכז
קרני שומרון,עבירות סדר ציבורי,200,2024,62,9920,0.62%,מרכז
קרני שומרון,עבירות נגד גוף,400,2024,28,9920,0.28%,מרכז
קרני שומרון,עבירות מין,500,2024,15,9920,0.15%,מרכז
קרני שומרון,עבירות כלפי המוסר,600,2024,42,9920,0.42%,מרכז
קרני שומרון,עבירות כלפי הרכוש,700,2024,49,9920,0.49%,מרכז
קרני שומרון,עבירות מרמה,800,2024,4,9920,0.04%,מרכז
קרני שומרון,כל העבירות,-2,2024,206,9920,2.08%,מרכז
ראמה,עבירות בטחון,100,2024,13,7798,0.17%,צפון
ראמה,עבירות סדר ציבורי,200,2024,78,7798,1.00%,צפון
ראמה,עבירות נגד אדם,300,2024,3,7798,0.04%,צפון
ראמה,עבירות נגד גוף,400,2024,42,7798,0.54%,צפון
ראמה,עבירות מין,500,2024,2,7798,0.03%,צפון
ראמה,עבירות כלפי המוסר,600,2024,12,7798,0.15%,צפון
ראמה,עבירות כלפי הרכוש,700,2024,39,7798,0.50%,צפון
ראמה,עבירות מרמה,800,2024,11,7798,0.14%,צפון
ראמה,עבירות כלכליות,900,2024,2,7798,0.03%,צפון
ראמה,עבירות רשוי,1100,2024,1,7798,0.01%,צפון
ראמה,שאר עבירות,1200,2024,1,7798,0.01%,צפון
ראמה,עבירות תנועה,10000,2024,6,7798,0.08%,צפון
ראמה,כל העבירות,-2,2024,210,7798,2.69%,צפון
ראש העין,עבירות בטחון,100,2024,5,73678,0.01%,מרכז
ראש העין,עבירות סדר ציבורי,200,2024,771,73678,1.05%,מרכז
ראש העין,עבירות נגד אדם,300,2024,2,73678,0.00%,מרכז
ראש העין,עבירות נגד גוף,400,2024,376,73678,0.51%,מרכז
ראש העין,עבירות מין,500,2024,36,73678,0.05%,מרכז
ראש העין,עבירות כלפי המוסר,600,2024,93,73678,0.13%,מרכז
ראש העין,עבירות כלפי הרכוש,700,2024,738,73678,1.00%,מרכז
ראש העין,עבירות מרמה,800,2024,138,73678,0.19%,מרכז
ראש העין,עבירות כלכליות,900,2024,42,73678,0.06%,מרכז
ראש העין,עבירות רשוי,1100,2024,9,73678,0.01%,מרכז
ראש העין,סעיפי הגדרה,1300,2024,2,73678,0.00%,מרכז
ראש העין,עבירות תנועה,10000,2024,10,73678,0.01%,מרכז
ראש העין,כל העבירות,-2,2024,2222,73678,3.02%,מרכז
ראשון לציון,עבירות בטחון,100,2024,33,260453,0.01%,מרכז
ראשון לציון,עבירות סדר ציבורי,200,2024,2550,260453,0.98%,מרכז
ראשון לציון,עבירות נגד אדם,300,2024,22,260453,0.01%,מרכז
ראשון לציון,עבירות נגד גוף,400,2024,1584,260453,0.61%,מרכז
ראשון לציון,עבירות מין,500,2024,145,260453,0.06%,מרכז
ראשון לציון,עבירות כלפי המוסר,600,2024,230,260453,0.09%,מרכז
ראשון לציון,עבירות כלפי הרכוש,700,2024,4375,260453,1.68%,מרכז
ראשון לציון,עבירות מרמה,800,2024,505,260453,0.19%,מרכז
ראשון לציון,עבירות כלכליות,900,2024,204,260453,0.08%,מרכז
ראשון לציון,עבירות רשוי,1100,2024,44,260453,0.02%,מרכז
ראשון לציון,סעיפי הגדרה,1300,2024,22,260453,0.01%,מרכז
ראשון לציון,עבירות תנועה,10000,2024,132,260453,0.05%,מרכז
ראשון לציון,כל העבירות,-2,2024,9846,260453,3.78%,מרכז
רהט,עבירות בטחון,100,2024,256,79064,0.32%,דרום
רהט,עבירות סדר ציבורי,200,2024,1728,79064,2.19%,דרום
רהט,עבירות נגד אדם,300,2024,22,79064,0.03%,דרום
רהט,עבירות נגד גוף,400,2024,636,79064,0.80%,דרום
רהט,עבירות מין,500,2024,23,79064,0.03%,דרום
רהט,עבירות כלפי המוסר,600,2024,96,79064,0.12%,דרום
רהט,עבירות כלפי הרכוש,700,2024,845,79064,1.07%,דרום
רהט,עבירות מרמה,800,2024,136,79064,0.17%,דרום
רהט,עבירות כלכליות,900,2024,36,79064,0.05%,דרום
רהט,עבירות מנהליות,1000,2024,1,79064,0.00%,דרום
רהט,עבירות רשוי,1100,2024,72,79064,0.09%,דרום
רהט,סעיפי הגדרה,1300,2024,2,79064,0.00%,דרום
רהט,עבירות תנועה,10000,2024,37,79064,0.05%,דרום
רהט,כל העבירות,-2,2024,3890,79064,4.92%,דרום
רחובות,עבירות בטחון,100,2024,14,150748,0.01%,מרכז
רחובות,עבירות סדר ציבורי,200,2024,1390,150748,0.92%,מרכז
רחובות,עבירות נגד אדם,300,2024,5,150748,0.00%,מרכז
רחובות,עבירות נגד גוף,400,2024,811,150748,0.54%,מרכז
רחובות,עבירות מין,500,2024,118,150748,0.08%,מרכז
רחובות,עבירות כלפי המוסר,600,2024,103,150748,0.07%,מרכז
רחובות,עבירות כלפי הרכוש,700,2024,1867,150748,1.24%,מרכז
רחובות,עבירות מרמה,800,2024,306,150748,0.20%,מרכז
רחובות,עבירות כלכליות,900,2024,85,150748,0.06%,מרכז
רחובות,עבירות רשוי,1100,2024,5,150748,0.00%,מרכז
רחובות,שאר עבירות,1200,2024,1,150748,0.00%,מרכז
רחובות,סעיפי הגדרה,1300,2024,4,150748,0.00%,מרכז
רחובות,עבירות תנועה,10000,2024,51,150748,0.03%,מרכז
רחובות,כל העבירות,-2,2024,4760,150748,3.16%,מרכז
ריינה,עבירות בטחון,100,2024,28,19397,0.14%,צפון
ריינה,עבירות סדר ציבורי,200,2024,177,19397,0.91%,צפון
ריינה,עבירות נגד אדם,300,2024,1,19397,0.01%,צפון
ריינה,עבירות נגד גוף,400,2024,80,19397,0.41%,צפון
ריינה,עבירות מין,500,2024,2,19397,0.01%,צפון
ריינה,עבירות כלפי המוסר,600,2024,14,19397,0.07%,צפון
ריינה,עבירות כלפי הרכוש,700,2024,82,19397,0.42%,צפון
ריינה,עבירות מרמה,800,2024,22,19397,0.11%,צפון
ריינה,עבירות כלכליות,900,2024,1,19397,0.01%,צפון
ריינה,סעיפי הגדרה,1300,2024,1,19397,0.01%,צפון
ריינה,כל העבירות,-2,2024,408,19397,2.10%,צפון
רכסים,עבירות סדר ציבורי,200,2024,56,14198,0.39%,חיפה
רכסים,עבירות נגד גוף,400,2024,33,14198,0.23%,חיפה
רכסים,עבירות מין,500,2024,8,14198,0.06%,חיפה
רכסים,עבירות כלפי הרכוש,700,2024,31,14198,0.22%,חיפה
רכסים,עבירות מרמה,800,2024,4,14198,0.03%,חיפה
רכסים,עבירות כלכליות,900,2024,1,14198,0.01%,חיפה
רכסים,עבירות רשוי,1100,2024,1,14198,0.01%,חיפה
רכסים,עבירות תנועה,10000,2024,2,14198,0.01%,חיפה
רכסים,כל העבירות,-2,2024,136,14198,0.96%,חיפה
רמלה,עבירות בטחון,100,2024,141,79132,0.18%,מרכז
רמלה,עבירות סדר ציבורי,200,2024,1680,79132,2.12%,מרכז
רמלה,עבירות נגד אדם,300,2024,19,79132,0.02%,מרכז
רמלה,עבירות נגד גוף,400,2024,885,79132,1.12%,מרכז
רמלה,עבירות מין,500,2024,83,79132,0.10%,מרכז
רמלה,עבירות כלפי המוסר,600,2024,235,79132,0.30%,מרכז
רמלה,עבירות כלפי הרכוש,700,2024,1655,79132,2.09%,מרכז
רמלה,עבירות מרמה,800,2024,165,79132,0.21%,מרכז
רמלה,עבירות כלכליות,900,2024,73,79132,0.09%,מרכז
רמלה,עבירות מנהליות,1000,2024,5,79132,0.01%,מרכז
רמלה,עבירות רשוי,1100,2024,9,79132,0.01%,מרכז
רמלה,סעיפי הגדרה,1300,2024,5,79132,0.01%,מרכז
רמלה,עבירות תנועה,10000,2024,32,79132,0.04%,מרכז
רמלה,כל העבירות,-2,2024,4987,79132,6.30%,מרכז
רמת גן,עבירות בטחון,100,2024,22,172486,0.01%,תל אביב
רמת גן,עבירות סדר ציבורי,200,2024,1842,172486,1.07%,תל אביב
רמת גן,עבירות נגד אדם,300,2024,12,172486,0.01%,תל אביב
רמת גן,עבירות נגד גוף,400,2024,856,172486,0.50%,תל אביב
רמת גן,עבירות מין,500,2024,126,172486,0.07%,תל אביב
רמת גן,עבירות כלפי המוסר,600,2024,233,172486,0.14%,תל אביב
רמת גן,עבירות כלפי הרכוש,700,2024,2883,172486,1.67%,תל אביב
רמת גן,עבירות מרמה,800,2024,333,172486,0.19%,תל אביב
רמת גן,עבירות כלכליות,900,2024,111,172486,0.06%,תל אביב
רמת גן,עבירות מנהליות,1000,2024,1,172486,0.00%,תל אביב
רמת גן,עבירות רשוי,1100,2024,14,172486,0.01%,תל אביב
רמת גן,סעיפי הגדרה,1300,2024,8,172486,0.00%,תל אביב
רמת גן,עבירות תנועה,10000,2024,122,172486,0.07%,תל אביב
רמת גן,כל העבירות,-2,2024,6563,172486,3.80%,תל אביב
רמת השרון,עבירות בטחון,100,2024,5,48181,0.01%,תל אביב
רמת השרון,עבירות סדר ציבורי,200,2024,378,48181,0.78%,תל אביב
רמת השרון,עבירות נגד אדם,300,2024,5,48181,0.01%,תל אביב
רמת השרון,עבירות נגד גוף,400,2024,155,48181,0.32%,תל אביב
רמת השרון,עבירות מין,500,2024,24,48181,0.05%,תל אביב
רמת השרון,עבירות כלפי המוסר,600,2024,30,48181,0.06%,תל אביב
רמת השרון,עבירות כלפי הרכוש,700,2024,770,48181,1.60%,תל אביב
רמת השרון,עבירות מרמה,800,2024,55,48181,0.11%,תל אביב
רמת השרון,עבירות כלכליות,900,2024,19,48181,0.04%,תל אביב
רמת השרון,עבירות מנהליות,1000,2024,1,48181,0.00%,תל אביב
רמת השרון,עבירות רשוי,1100,2024,8,48181,0.02%,תל אביב
רמת השרון,סעיפי הגדרה,1300,2024,8,48181,0.02%,תל אביב
רמת השרון,עבירות תנועה,10000,2024,27,48181,0.06%,תל אביב
רמת השרון,כל העבירות,-2,2024,1485,48181,3.08%,תל אביב
רעננה,עבירות בטחון,100,2024,13,80260,0.02%,מרכז
